,AR,lam
88,0.489658398075106,1.3423411385010164
89,0.5885042327117385,1.3099441100235971
90,0.6784524693746782,1.2982620052757143
91,0.7609734930626815,1.3033711876100909
92,0.8372008584505658,1.3208964995228347
93,0.908026911019178,1.339272293092496
94,0.9741667135237232,1.31659898989421
95,1.036202104443176,1.3038199515650917
96,1.0946128665995902,1.299555679023742
97,1.1497992821668812,1.3024966366421666
98,1.2020987815697302,1.311068875054909
99,1.299144570719201,1.3088888368708849
100,1.344350007487248,1.3023490418460184
101,1.3875999912810644,1.3002447839120512
102,1.4290567049594107,1.302027397524313
103,1.4688629553598302,1.3074831778472251
104,1.5071451419308473,1.3127979256445883
105,1.5440156777391751,1.3054106534072876
106,1.5795749797756615,1.3019196496360943
107,1.6139131173565535,1.3007273848426455
108,1.6471111867661492,1.2325475628022076
109,1.6792424649489424,1.3054244590840032
110,1.7103733835441155,1.3090401612676856
111,1.740564355823261,1.3043514250867605
112,1.7983421564900726,1.3011237092842285
113,1.8260255852384892,1.3020404345329202
114,1.852963240970298,1.3046870978095964
115,1.879194253119168,1.3068523084686685
116,1.9047547500987028,1.3034224465210178
117,1.9296781585511595,1.2997274596837831
118,-1.351984094336502,2.801401329801484
119,-0.8724110140746161,2.0402599863643887
120,-0.5496376218115651,1.6481387746322154
121,-0.3060155391538144,1.4527310942006275
122,0.0533584617540829,1.3668009218789363
123,0.1939404123752722,1.4031081838421269
124,0.4268719700556448,1.43844949526377
125,0.5257178046922774,1.3960362725133717
126,0.6981870650432204,1.3686281775960658
127,0.7744144304311047,1.375422686521165
128,0.8452404829997171,1.39249353949786
129,0.9734156764237148,1.3858169779341438
130,1.031826438580129,1.3747311589333666
131,1.0870128541474202,1.370553310610673
132,1.1393123535502692,1.3718931998589758
133,1.1890120221025413,1.379282070224641
134,1.2815635794677869,1.3825035736105455
135,1.3248135632616034,1.3750879050293017
136,1.3662702769399495,1.371563359112484
137,1.4060765273403693,1.3715490707880724
138,1.444358713911386,1.3745054135004071
139,1.481229249719714,1.3801761647464683
140,1.516788551756201,1.3808344273029007
141,1.6164560369294814,1.371608228240962
142,1.6475869555246545,1.3730592721966357
143,1.6777779278038,1.3762244983912255
144,1.7070840543892996,1.379900795545954
145,1.7355557284706116,1.375521789539539
146,1.7632391572190285,1.3731093044716
147,1.7901768129508369,1.3721111865284914
148,1.8164078250997069,1.3727905460172838
149,1.841968322079241,1.3743434908690877
150,1.8668917305316983,1.3772641126088805
151,-1.4093702100131795,2.895263662211292
152,-0.9297971297512928,2.0989354479103954
153,-0.6070237374882421,1.6663295124529196
154,-0.3634016548304916,1.4354946106778157
155,-0.1676570777043962,1.3271707119077705
156,-0.0040276539225941,1.297604575765417
157,0.1365542966985952,1.3189871794350183
158,0.2597869371225433,1.3716677211672703
159,0.3694858543789678,1.411839630338713
160,0.4683316890156003,1.354750910773641
161,0.5582799256785398,1.3203000045475042
162,0.6408009493665433,1.3036025651314769
163,0.7170283147544275,1.3012140311328502
164,0.7878543673230405,1.3106353367768724
165,0.853994169827585,1.3289205949744876
166,0.9160295607470376,1.3377616800280012
167,0.9744403229034522,1.3184027488567656
168,1.0296267384707434,1.3067735301368597
169,1.081926237873592,1.3018510995918824
170,1.1316259064258645,1.3026656642908172
171,1.178972027023063,1.308561917707134
172,1.2241774637911098,1.2878570998974588
173,1.2674274475849263,1.3161221476464282
174,1.3088841612632724,1.3086523166915127
175,1.3486904116636922,1.303567729309404
176,1.3869725982347092,1.3019878438458674
177,1.4238431340430366,1.3035536182204013
178,1.4594024360795237,1.3076315932333549
179,1.493740573660415,1.3142370655882758
180,1.526938643070011,1.3098546327457978
181,1.5590699212528043,1.3050672741693494
182,1.5902008398479774,1.3025975401082075
183,1.620391812127123,1.3022282277547428
184,1.6496979387126225,1.303491395031409
185,1.6781696127939345,1.304814801868886
186,1.7058530415423512,1.3108911334178035
187,1.7327906972741596,1.3064588794915253
188,1.7590217094230294,1.2970151394155165
189,1.7845822064025645,1.302312450254578
190,1.8095056148550213,1.3024860257428288
