
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   539     11  1.0E+00    581  1.1E-04  9.0E-02  1.6964827E+00    306 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   540      4  1.0E+00    582  4.9E-05  8.6E-02  1.6961822E+00    303 3.2E+02
   541     11  1.0E+00    583  4.2E-05  8.4E-02  1.6960126E+00    299 3.2E+02
   542     10  1.0E+00    584  2.3E-05  8.6E-02  1.6956470E+00    298 3.2E+02
   543      8  1.0E+00    585  2.7E-05  8.5E-02  1.6954584E+00    297 3.2E+02
   544     14  1.0E+00    586  2.9E-05  9.0E-02  1.6953639E+00    292 3.2E+02
   545     11  1.0E+00    587  2.2E-05  8.7E-02  1.6948645E+00    294 3.2E+02
   546     16  1.0E+00    588  7.1E-05  8.6E-02  1.6948132E+00    299 3.2E+02
   547     16  1.0E+00    589  9.3E-05  8.5E-02  1.6945237E+00    302 3.2E+02
   548     19  4.9E-01    590  9.4E-05  8.6E-02  1.6943558E+00    294 3.2E+02
   549     13  1.0E+00    591  6.9E-05  8.4E-02  1.6943480E+00    294 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   550      9  1.0E+00    592  1.1E-05  9.0E-02  1.6936170E+00    290 3.2E+02
   551      9  1.0E+00    593  1.9E-05  8.8E-02  1.6933151E+00    290 3.2E+02
   552     13  1.0E+00    594  2.2E-05  8.6E-02  1.6930891E+00    284 3.2E+02
   553      8  1.0E+00    595  3.0E-05  8.7E-02  1.6927866E+00    283 3.2E+02
   554     19  1.0E+00    596  3.4E-05  8.9E-02  1.6925352E+00    291 3.2E+02
   555     14  8.4E-02    597  3.1E-05  8.9E-02  1.6924627E+00    285 3.2E+02
   556     18  1.0E+00    598  3.9E-05  8.1E-02  1.6923679E+00    288 3.2E+02
   557     20  3.2E-03    599  3.9E-05  8.1E-02  1.6923604E+00    289 3.2E+02
   558     16  1.0E+00    600  6.2E-05  8.0E-02  1.6920216E+00    288 3.2E+02
   559     20  1.0E+00    601  6.6E-05  8.5E-02  1.6916492E+00    285 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   560     14  1.3E-01    602  5.8E-05  8.5E-02  1.6915340E+00    278 3.2E+02
   561     19  2.0E-01    603  5.4E-05  9.2E-02  1.6913029E+00    286 3.2E+02
   562     28  7.7E-02    604  5.2E-05  8.5E-02  1.6911498E+00    281 3.2E+02
   563     10  2.6E-01    605  4.3E-05  8.6E-02  1.6908848E+00    284 3.2E+02
   564     16  1.0E+00    606  4.7E-05  8.4E-02  1.6902330E+00    283 3.2E+02
   565     20  1.0E+00    607  8.4E-05  8.3E-02  1.6898238E+00    284 3.2E+02
   566     35  1.0E+00    608  5.6E-05  7.4E-02  1.6894398E+00    283 3.2E+02
   567     47  1.0E-04    609  5.6E-05  7.4E-02  1.6894393E+00    286 3.2E+02
   568     22  1.2E-02    610  5.5E-05  7.4E-02  1.6894000E+00    295 3.2E+02
   569     29  1.5E-01    611  5.0E-05  7.5E-02  1.6892275E+00    287 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   570     16  9.5E-05    612  5.0E-05  7.5E-02  1.6892274E+00    286 3.2E+02
   571     21  3.3E-02    613  4.9E-05  7.5E-02  1.6891497E+00    284 3.2E+02
   572     15  9.7E-02    614  4.6E-05  7.6E-02  1.6889448E+00    282 3.2E+02
   573     14  1.6E-01    615  4.4E-05  7.6E-02  1.6886656E+00    281 3.2E+02
   574     19  3.0E-02    616  4.3E-05  7.6E-02  1.6886008E+00    281 3.2E+02
   575     27  9.6E-02    617  4.1E-05  7.7E-02  1.6884134E+00    289 3.2E+02   R
   576     24  1.0E+00    618  1.2E-05  7.8E-02  1.6883389E+00    277 3.2E+02 s
   577     30  9.0E-02    619  1.1E-05  7.8E-02  1.6882096E+00    291 3.2E+02
   578      8  1.1E-01    620  1.0E-05  7.9E-02  1.6881365E+00    286 3.2E+02
   579     17  1.1E-01    621  1.0E-05  8.0E-02  1.6880422E+00    286 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   580     25  5.7E-02    622  1.2E-05  8.1E-02  1.6879891E+00    287 3.2E+02
   581     21  1.0E+00    623  2.4E-05  9.1E-02  1.6876647E+00    281 3.2E+02
   582     25  8.1E-02    624  2.5E-05  9.2E-02  1.6875241E+00    293 3.2E+02
   583     14  1.0E+00    625  4.8E-05  9.4E-02  1.6870968E+00    288 3.2E+02
   584     30  1.0E+00    626  6.7E-05  1.2E-01  1.6869483E+00    290 3.2E+02
   585     25  2.7E-01    627  1.1E-04  8.8E-02  1.6867194E+00    284 3.2E+02
   586     11  1.0E+00    628  1.2E-04  8.3E-02  1.6865461E+00    284 3.2E+02
   587     16  1.0E+00    629  3.8E-05  8.2E-02  1.6857560E+00    281 3.2E+02
   588     21  1.0E+00    630  3.0E-05  7.3E-02  1.6851847E+00    283 3.2E+02
   589     26  3.5E-01    631  4.2E-05  7.0E-02  1.6849893E+00    285 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   590     27  1.0E+00    632  6.6E-05  9.0E-02  1.6847796E+00    283 3.2E+02
   591     22  2.4E-04    633  6.6E-05  9.0E-02  1.6847787E+00    294 3.2E+02
   592     27  1.3E-01    634  6.5E-05  7.0E-02  1.6843613E+00    292 3.2E+02
   593     24  2.4E-01    635  5.2E-05  5.0E-02  1.6838628E+00    289 3.2E+02
   594     19  2.9E-01    636  4.1E-05  4.2E-02  1.6830795E+00    293 3.2E+02
   595     19  2.0E-01    637  3.4E-05  3.9E-02  1.6826016E+00    291 3.2E+02
   596     29  1.2E-01    638  3.2E-05  3.7E-02  1.6822228E+00    295 3.2E+02
   597     16  3.8E-01    639  1.8E-05  3.4E-02  1.6813265E+00    289 3.2E+02
   598     16  3.6E-01    640  1.7E-05  3.3E-02  1.6808757E+00    292 3.2E+02
   599     20  3.6E-01    641  1.4E-05  3.4E-02  1.6805503E+00    293 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   600     22  7.5E-02    642  1.3E-05  3.5E-02  1.6803705E+00    290 3.2E+02
   601     15  3.1E-01    643  1.3E-05  3.8E-02  1.6800407E+00    292 3.2E+02
   602      9  1.0E+00    644  2.8E-05  4.7E-02  1.6795577E+00    292 3.2E+02
   603      9  1.0E+00    645  2.7E-05  5.7E-02  1.6794168E+00    286 3.2E+02
   604     18  1.0E+00    646  1.9E-05  5.5E-02  1.6792562E+00    280 3.2E+02
   605     15  1.2E-01    647  1.8E-05  5.4E-02  1.6791919E+00    282 3.2E+02
   606     17  1.2E-01    648  1.5E-05  5.4E-02  1.6790922E+00    280 3.2E+02
   607     10  1.5E-01    649  1.5E-05  5.5E-02  1.6789910E+00    281 3.2E+02
   608     20  1.0E-01    650  1.4E-05  5.6E-02  1.6789299E+00    288 3.2E+02
   609     14  1.0E-01    651  1.3E-05  5.6E-02  1.6788555E+00    283 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   610     17  4.0E-01    652  1.2E-05  5.8E-02  1.6786739E+00    283 3.2E+02
   611     14  3.4E-01    653  1.5E-05  6.0E-02  1.6785487E+00    278 3.2E+02
   612     13  1.0E+00    654  2.4E-05  6.2E-02  1.6784466E+00    280 3.2E+02
   613     21  1.0E+00    655  8.1E-05  5.2E-02  1.6783299E+00    284 3.2E+02
   614     12  1.0E+00    656  2.6E-05  5.9E-02  1.6780535E+00    278 3.2E+02
   615      9  1.0E+00    657  8.2E-06  6.5E-02  1.6779479E+00    276 3.2E+02
   616      7  1.5E-01    658  7.8E-06  6.7E-02  1.6779154E+00    276 3.2E+02   R
   617      9  1.0E+00    659 (6.2E-07) 6.8E-02  1.6778636E+00    272 3.2E+02 s
   618     10  1.9E-01    660  5.3E-06  6.9E-02  1.6778473E+00    273 3.2E+02
   619     16  4.0E-02    661  6.1E-06  6.9E-02  1.6778371E+00    270 3.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   620     17  1.2E-02    662  6.7E-06  6.9E-02  1.6778371E+00    261 3.2E+02
   621      9  2.0E-04    663  6.8E-06  6.9E-02  1.6778370E+00    261 3.2E+02
   622     21  5.7E-07    664  6.8E-06  6.9E-02  1.6778370E+00    259 3.2E+02
   622     38             664  6.8E-06  6.9E-02  1.6778368E+00    272 1.0E+00   R
   623     20  1.0E+00    665  1.2E-06  6.7E-02  1.6777925E+00    260 1.0E+00 s
   624     12  1.6E-03    666  1.2E-06  6.7E-02  1.6777908E+00    265 1.0E+00
   625     18  6.7E-04    667  1.2E-06  6.7E-02  1.6777900E+00    266 1.0E+00
   626     15  3.3E-04    668  1.2E-06  6.7E-02  1.6777893E+00    266 1.0E+00
   627     29  7.3E-03    669  1.5E-06  6.7E-02  1.6777659E+00    268 1.0E+00
   628     25  4.7E-04    670  1.5E-06  6.7E-02  1.6777647E+00    266 1.0E+00
   629     20  3.9E-04    671  1.5E-06  6.7E-02  1.6777637E+00    261 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   630     19  4.6E-04    672  1.6E-06  6.7E-02  1.6777620E+00    259 1.0E+00
   631     21  8.4E-03    673  2.0E-06  6.6E-02  1.6777286E+00    267 1.0E+00
   632     22  5.4E-04    674  2.0E-06  6.6E-02  1.6777265E+00    266 1.0E+00
   633     29  5.5E-04    675  2.0E-06  6.6E-02  1.6777246E+00    258 1.0E+00
   634     22  8.2E-03    676  2.4E-06  6.6E-02  1.6776892E+00    256 1.0E+00
   635     21  5.8E-04    677  2.5E-06  6.6E-02  1.6776869E+00    260 1.0E+00
   636     29  9.4E-03    678  2.9E-06  6.5E-02  1.6776454E+00    264 1.0E+00
   637     31  6.4E-04    679  3.0E-06  6.5E-02  1.6776428E+00    268 1.0E+00
   638     27  5.9E-04    680  3.0E-06  6.5E-02  1.6776403E+00    256 1.0E+00
   639     24  8.6E-03    681  3.5E-06  6.5E-02  1.6776013E+00    263 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   640     29  6.3E-04    682  3.5E-06  6.5E-02  1.6775985E+00    263 1.0E+00
   641     28  8.0E-04    683  3.6E-06  6.5E-02  1.6775950E+00    266 1.0E+00
   642     23  8.0E-04    684  3.6E-06  6.4E-02  1.6775918E+00    258 1.0E+00
   643     21  9.8E-03    685  4.2E-06  6.4E-02  1.6775462E+00    260 1.0E+00
   644     20  8.1E-04    686  4.3E-06  6.4E-02  1.6775425E+00    259 1.0E+00
   645     25  1.1E-03    687  4.3E-06  6.4E-02  1.6775377E+00    255 1.0E+00
   646     34  1.3E-02    688  5.1E-06  6.3E-02  1.6774724E+00    270 1.0E+00
   647     23  1.7E-03    689  5.4E-06  6.3E-02  1.6774665E+00    256 1.0E+00
   648     21  1.3E-03    690  5.4E-06  6.3E-02  1.6774602E+00    256 1.0E+00
   649     16  1.7E-03    691  5.6E-06  6.2E-02  1.6774525E+00    251 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   650     26  1.4E-03    692  5.7E-06  6.2E-02  1.6774452E+00    264 1.0E+00
   651     35  1.6E-03    693  5.9E-06  6.2E-02  1.6774386E+00    261 1.0E+00
   652     21  6.8E-02    694  1.5E-05  5.7E-02  1.6771150E+00    253 1.0E+00
   653     30  1.0E-02    695  1.6E-05  5.7E-02  1.6770604E+00    270 1.0E+00
   654     23  1.3E-03    696  1.6E-05  5.6E-02  1.6770562E+00    274 1.0E+00
   655     17  1.2E-03    697  1.6E-05  5.6E-02  1.6770526E+00    262 1.0E+00
   656     14  7.3E-04    698  1.6E-05  5.6E-02  1.6770497E+00    259 1.0E+00
   657     27  6.8E-04    699  1.6E-05  5.6E-02  1.6770469E+00    267 1.0E+00
   658     21  8.8E-04    700  1.6E-05  5.6E-02  1.6770438E+00    265 1.0E+00
   659     24  6.3E-04    701  1.6E-05  5.6E-02  1.6770411E+00    258 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   660     25  5.3E-04    702  1.6E-05  5.6E-02  1.6770389E+00    264 1.0E+00
   661     28  6.1E-04    703  1.6E-05  5.6E-02  1.6770366E+00    258 1.0E+00
   662     25  3.9E-04    704  1.6E-05  5.6E-02  1.6770347E+00    262 1.0E+00
   663     38  4.0E-04    705  1.6E-05  5.6E-02  1.6770329E+00    275 1.0E+00   R
   664      5  1.3E-01    706  1.7E-05  5.6E-02  1.6770235E+00    273 1.0E+00 s
   665      8  2.7E-01    707  1.6E-05  5.6E-02  1.6770184E+00    270 1.0E+00
   666      2  3.5E-01    708  1.6E-05  5.6E-02  1.6770061E+00    269 1.0E+00
   667      8  1.0E+00    709  1.5E-05  5.2E-02  1.6769495E+00    264 1.0E+00
   668     12  1.0E+00    710  3.6E-05  4.1E-02  1.6769286E+00    271 1.0E+00
   669     14  1.0E+00    711  8.8E-06  4.2E-02  1.6766878E+00    274 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   670      8  4.8E-01    712  3.0E-05  4.5E-02  1.6765366E+00    271 1.0E+00
   671     10  1.0E+00    713  6.1E-05  4.7E-02  1.6764862E+00    270 1.0E+00
   672     13  3.5E-01    714  5.9E-05  4.4E-02  1.6763263E+00    270 1.0E+00
   673     11  4.5E-01    715  4.5E-05  4.1E-02  1.6762053E+00    266 1.0E+00
   674     11  3.7E-01    716  3.7E-05  4.0E-02  1.6761395E+00    262 1.0E+00
   675      9  4.1E-02    717  3.6E-05  3.9E-02  1.6761251E+00    262 1.0E+00
   676     10  4.0E-03    718  3.6E-05  3.9E-02  1.6761230E+00    269 1.0E+00
   677     11  4.8E-03    719  3.5E-05  3.9E-02  1.6761190E+00    263 1.0E+00
   678     12  4.8E-03    720  3.5E-05  3.9E-02  1.6761145E+00    264 1.0E+00
   679      9  4.4E-03    721  3.5E-05  3.9E-02  1.6761090E+00    262 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   680      8  2.8E-03    722  3.5E-05  3.9E-02  1.6761049E+00    263 1.0E+00
   681      9  2.5E-03    723  3.5E-05  3.9E-02  1.6761009E+00    263 1.0E+00
   682     12  1.9E-03    724  3.5E-05  3.9E-02  1.6760972E+00    264 1.0E+00
   683      9  1.8E-03    725  3.5E-05  3.9E-02  1.6760936E+00    264 1.0E+00
   684     10  1.6E-03    726  3.5E-05  3.9E-02  1.6760901E+00    267 1.0E+00
   685     10  1.4E-03    727  3.6E-05  3.9E-02  1.6760867E+00    262 1.0E+00
   686     14  1.2E-03    728  3.6E-05  3.9E-02  1.6760834E+00    261 1.0E+00
   687     17  1.0E-03    729  3.6E-05  3.9E-02  1.6760803E+00    261 1.0E+00
   688     13  8.5E-04    730  3.6E-05  3.9E-02  1.6760773E+00    259 1.0E+00
   689     12  8.7E-04    731  3.6E-05  3.9E-02  1.6760743E+00    262 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   690     15  8.8E-04    732  3.6E-05  3.9E-02  1.6760713E+00    262 1.0E+00
   691     14  8.6E-04    733  3.6E-05  3.9E-02  1.6760683E+00    265 1.0E+00
   692     11  8.7E-04    734  3.6E-05  3.9E-02  1.6760653E+00    261 1.0E+00
   693     11  8.2E-04    735  3.6E-05  3.9E-02  1.6760624E+00    263 1.0E+00
   694     11  8.2E-04    736  3.6E-05  3.9E-02  1.6760596E+00    263 1.0E+00
   695      9  7.8E-04    737  3.6E-05  3.9E-02  1.6760568E+00    263 1.0E+00
   696      8  7.6E-04    738  3.6E-05  3.9E-02  1.6760540E+00    264 1.0E+00
   697      4  7.6E-04    739  3.6E-05  3.9E-02  1.6760513E+00    261 1.0E+00
   698      6  7.3E-04    740  3.6E-05  3.9E-02  1.6760487E+00    262 1.0E+00
   699      7  7.2E-04    741  3.6E-05  3.9E-02  1.6760461E+00    260 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   700      8  7.0E-04    742  3.6E-05  3.9E-02  1.6760436E+00    257 1.0E+00
   701      6  6.8E-04    743  3.6E-05  3.9E-02  1.6760411E+00    256 1.0E+00
   702      4  6.6E-04    744  3.6E-05  3.9E-02  1.6760387E+00    253 1.0E+00
   703      2  6.4E-04    745  3.6E-05  3.9E-02  1.6760363E+00    254 1.0E+00
   704     30  6.4E-04    746  3.6E-05  3.9E-02  1.6760340E+00    267 1.0E+00   R
   705      4  1.0E+00    747  1.0E-05  4.2E-02  1.6760010E+00    266 1.0E+00 s
   706      7  4.6E-01    748  1.3E-05  4.3E-02  1.6759578E+00    272 1.0E+00
   707      5  1.0E+00    749  7.9E-06  4.4E-02  1.6759102E+00    274 1.0E+00
   708     11  1.0E+00    750  2.1E-06  4.3E-02  1.6758593E+00    266 1.0E+00
   709      7  1.0E+00    751  7.4E-06  4.3E-02  1.6758192E+00    264 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   710      6  4.0E-01    752  6.9E-06  4.4E-02  1.6758002E+00    267 1.0E+00
   711      2  1.6E-01    753  6.7E-06  4.4E-02  1.6757887E+00    266 1.0E+00
   712      6  1.0E+00    754  1.2E-05  4.5E-02  1.6757614E+00    267 1.0E+00
   713     13  4.9E-01    755  1.3E-05  4.6E-02  1.6757309E+00    271 1.0E+00
   714     10  1.0E+00    756  4.5E-06  4.7E-02  1.6756640E+00    272 1.0E+00
   715     11  1.0E+00    757  1.0E-05  4.6E-02  1.6755729E+00    272 1.0E+00
   716     11  4.0E-01    758  2.6E-05  4.7E-02  1.6755092E+00    273 1.0E+00
   717     12  1.0E+00    759  2.4E-05  4.6E-02  1.6754380E+00    268 1.0E+00
   718     17  1.0E+00    760  5.3E-05  6.9E-02  1.6754037E+00    276 1.0E+00
   719     22  4.0E-01    761  9.3E-05  5.3E-02  1.6752838E+00    275 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   720     17  1.0E+00    762  5.3E-05  5.1E-02  1.6749276E+00    270 1.0E+00
   721     12  1.0E+00    763  2.1E-05  5.4E-02  1.6747164E+00    269 1.0E+00
   722     10  1.9E-01    764  2.8E-05  5.5E-02  1.6746643E+00    268 1.0E+00
   723      7  2.4E-01    765  3.9E-05  5.7E-02  1.6745259E+00    268 1.0E+00
   724     14  2.8E-01    766  4.6E-05  5.9E-02  1.6744360E+00    271 1.0E+00
   725     16  2.1E-01    767  4.2E-05  6.1E-02  1.6742141E+00    270 1.0E+00
   726      6  3.2E-01    768  4.1E-05  6.1E-02  1.6741644E+00    269 1.0E+00
   727      6  3.0E-01    769  3.5E-05  5.9E-02  1.6739831E+00    268 1.0E+00
   728      7  8.4E-02    770  3.3E-05  5.9E-02  1.6739495E+00    264 1.0E+00
   729      4  7.9E-02    771  3.1E-05  5.8E-02  1.6738960E+00    263 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   730      2  7.8E-02    772  2.9E-05  5.7E-02  1.6738455E+00    262 1.0E+00
   731      2  7.8E-02    773  2.8E-05  5.6E-02  1.6737948E+00    261 1.0E+00
   732      3  1.9E-01    774  2.4E-05  5.4E-02  1.6736815E+00    263 1.0E+00
   733      7  6.8E-02    775  2.3E-05  5.4E-02  1.6736508E+00    265 1.0E+00
   734      4  1.4E-01    776  2.1E-05  5.2E-02  1.6735950E+00    264 1.0E+00
   735      5  6.5E-02    777  2.0E-05  5.2E-02  1.6735714E+00    266 1.0E+00
   736      4  1.1E-01    778  1.8E-05  5.0E-02  1.6735380E+00    263 1.0E+00
   737      5  2.2E-01    779  1.6E-05  4.8E-02  1.6734713E+00    267 1.0E+00
   738      6  1.0E+00    780  1.2E-05  8.7E-02  1.6734093E+00    264 1.0E+00
   739      8  1.0E+00    781  1.7E-05  3.8E-02  1.6733550E+00    267 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   740      4  1.0E+00    782  2.1E-06  3.6E-02  1.6733071E+00    264 1.0E+00
   741      4  1.0E+00    783  1.6E-06  3.2E-02  1.6732621E+00    263 1.0E+00
   742      6  1.1E-01    784  1.8E-06  3.2E-02  1.6732542E+00    262 1.0E+00
   743      8  2.8E-01    785  4.0E-06  2.8E-02  1.6732149E+00    263 1.0E+00
   744      6  4.7E-01    786  6.4E-06  2.3E-02  1.6731753E+00    262 1.0E+00
   745      6  4.2E-01    787  5.1E-06  2.0E-02  1.6731515E+00    265 1.0E+00   R
   746      4  1.0E+00    788  1.9E-06  2.0E-02  1.6731254E+00    262 1.0E+00 s
   747      5  1.0E+00    789  1.4E-06  2.0E-02  1.6731011E+00    262 1.0E+00
   748      5  1.0E+00    790  6.4E-06  2.2E-02  1.6730924E+00    262 1.0E+00
   749      2  1.0E+00    791  1.9E-06  2.2E-02  1.6730786E+00    261 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   750      4  1.0E+00    792  1.0E-06  2.3E-02  1.6730552E+00    260 1.0E+00
   751      4  1.0E+00    793  5.3E-06  2.5E-02  1.6730330E+00    259 1.0E+00
   752      4  1.0E+00    794  2.5E-06  2.5E-02  1.6730119E+00    260 1.0E+00
   753      6  1.0E+00    795  3.2E-06  2.7E-02  1.6729937E+00    259 1.0E+00
   754      5  1.0E+00    796  6.2E-06  2.9E-02  1.6729921E+00    261 1.0E+00
   755      3  1.0E+00    797  6.9E-06  3.0E-02  1.6729774E+00    261 1.0E+00
   756      6  1.0E+00    798  1.9E-06  3.1E-02  1.6729357E+00    262 1.0E+00
   757      7  2.3E-01    799  1.8E-06  3.1E-02  1.6729127E+00    266 1.0E+00
   758      2  1.0E+00    800  5.5E-06  3.0E-02  1.6728185E+00    265 1.0E+00
   759      3  1.0E+00    801  3.3E-06  3.0E-02  1.6727911E+00    265 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   760      5  2.4E-01    802  3.5E-06  3.0E-02  1.6727880E+00    265 1.0E+00
   761      3  3.5E-01    803  5.5E-06  2.9E-02  1.6727777E+00    265 1.0E+00
   762      3  1.0E+00    804  8.0E-06  2.8E-02  1.6727696E+00    265 1.0E+00
   763      6  1.0E+00    805  2.3E-06  2.6E-02  1.6727265E+00    266 1.0E+00
   764      5  1.0E+00    806 (3.3E-07) 2.5E-02  1.6726820E+00    262 1.0E+00
   765     12  1.0E+00    807  4.0E-06  2.3E-02  1.6726570E+00    257 1.0E+00
   766      3  1.0E+00    808  1.0E-05  2.1E-02  1.6726413E+00    259 1.0E+00
   767      2  1.0E+00    809  2.3E-06  2.0E-02  1.6726054E+00    260 1.0E+00
   768      8  1.0E+00    810  6.4E-06  2.0E-02  1.6726040E+00    257 1.0E+00
   769      4  3.4E-06    811  6.4E-06  2.0E-02  1.6726040E+00    256 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   770      8  4.3E-02    812  9.4E-06  1.9E-02  1.6726013E+00    259 1.0E+00
   771      8  6.3E-02    813  1.1E-05  1.9E-02  1.6726012E+00    258 1.0E+00
   772      5  6.9E-02    814  1.6E-05  1.8E-02  1.6725995E+00    258 1.0E+00
   773      8  5.3E-05    815  1.6E-05  1.8E-02  1.6725995E+00    261 1.0E+00
   774     14  8.7E-02    816  2.0E-05  1.7E-02  1.6725950E+00    260 1.0E+00
   774      4             816  2.0E-05  1.7E-02  1.6725950E+00    259 1.0E+00   R
   775      5  1.0E+00    817 (8.0E-07) 1.7E-02  1.6725473E+00    257 1.0E+00 s
   776      3  1.0E+00    818  2.8E-06  1.9E-02  1.6725346E+00    259 1.0E+00
   777      4  4.5E-01    819  3.1E-06  1.8E-02  1.6725286E+00    258 1.0E+00
   778      2  1.0E+00    820  3.6E-06  1.7E-02  1.6725194E+00    259 1.0E+00
   779      7  4.3E-01    821  4.2E-06  1.8E-02  1.6725129E+00    257 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   780      5  1.0E+00    822  4.9E-06  1.7E-02  1.6725109E+00    259 1.0E+00
   781      5  4.1E-01    823  5.5E-06  1.8E-02  1.6725075E+00    261 1.0E+00
   782      2  1.6E-01    824  5.5E-06  1.8E-02  1.6725073E+00    260 1.0E+00
   783      1  1.0E+00    825  8.5E-06  1.7E-02  1.6725065E+00    260 1.0E+00
   784      5  1.0E+00    826 (0.0E+00) 1.7E-02  1.6724736E+00    256 1.0E+00
   785      2  1.0E+00    827  2.0E-06  1.7E-02  1.6724264E+00    255 1.0E+00
   786      6  1.0E+00    828 (0.0E+00) 1.6E-02  1.6724049E+00    256 1.0E+00
   787      6  1.0E+00    829  3.8E-06  1.6E-02  1.6723883E+00    254 1.0E+00
   788      3  1.0E+00    830  4.3E-06  1.5E-02  1.6723788E+00    254 1.0E+00
   789      2  1.0E+00    831 (5.1E-07) 1.5E-02  1.6723474E+00    255 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   790      4  1.0E+00    832 (3.3E-07) 1.4E-02  1.6723054E+00    258 1.0E+00
   791      4  1.0E+00    833  2.8E-06  1.3E-02  1.6722425E+00    261 1.0E+00
   792      8  1.0E+00    834  1.6E-06  1.3E-02  1.6722092E+00    260 1.0E+00
   793      5  1.0E+00    835  2.7E-06  1.2E-02  1.6721287E+00    260 1.0E+00
   794      7  1.0E+00    836  3.5E-06  1.1E-02  1.6720856E+00    264 1.0E+00
   795      8  3.2E-01    837  3.4E-06  1.0E-02  1.6720601E+00    259 1.0E+00
   796      4  4.6E-01    838  6.9E-06  9.7E-03  1.6719929E+00    262 1.0E+00
   797      7  1.0E+00    839  4.8E-06  7.4E-03  1.6718997E+00    264 1.0E+00
   798     11  1.0E+00    840  2.5E-06  6.9E-03  1.6718433E+00    264 1.0E+00
   799      8  1.0E+00    841  8.1E-06  6.7E-03  1.6718140E+00    259 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   800      5  1.0E+00    842  5.3E-06  9.6E-03  1.6717662E+00    259 1.0E+00
   801      8  1.0E+00    843  7.3E-06  5.9E-03  1.6717397E+00    256 1.0E+00
   802      8  1.0E+00    844  1.8E-06  5.5E-03  1.6717127E+00    259 1.0E+00
   803      4  1.0E+00    845  1.2E-06  4.9E-03  1.6716740E+00    256 1.0E+00
   804      7  1.0E+00    846  5.5E-06  5.0E-03  1.6716397E+00    258 1.0E+00
   805      3  3.7E-01    847  6.3E-06  3.7E-03  1.6716110E+00    258 1.0E+00
   806      4  1.0E+00    848  5.0E-06  5.0E-03  1.6715748E+00    259 1.0E+00
   807      3  4.5E-01    849  5.4E-06  3.4E-03  1.6715679E+00    259 1.0E+00
   808      4  1.0E+00    850  5.9E-06  2.9E-03  1.6715627E+00    258 1.0E+00
   809      7  1.0E+00    851  2.7E-06  3.3E-03  1.6715196E+00    260 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   810     11  1.0E+00    852  1.9E-06  3.2E-03  1.6714528E+00    264 1.0E+00
   811      7  1.0E+00    853  3.3E-06  6.1E-03  1.6714064E+00    260 1.0E+00
