,log(rho0),log(1+gamma),log(N11-CF),log(N11-FEA)
0,0.0464319586785247,0.19510900526236977,1.4362665196066189,1.4158993813207044
0,0.3590331494296399,0.19510900526236977,1.5354101074751156,1.46075323344864
0,0.6716343401807553,0.19510900526236977,1.4414373679978216,1.4282030331827025
0,0.9842355309318704,0.19510900526236977,1.464036607518076,1.4574352789432006
0,1.2968367216829857,0.19510900526236977,1.4562282666645425,1.4580094802211483
0,1.6094379124341003,0.19510900526236977,1.438754798019815,1.4403403046670065
0,-1.2039728043259361,0.4696812337312243,2.9888107361727316,2.9838348786541204
0,-0.891371613574821,0.4696812337312243,2.457787438735379,2.555866531048476
0,-0.5787704228237057,0.4696812337312243,2.0020169202110805,2.1383998106560766
0,-0.2661692320725904,0.4696812337312243,1.6697815781903058,1.8046471412999823
0,0.0464319586785247,0.4696812337312243,1.5162146411658601,1.6172617533514149
0,0.3590331494296399,0.4696812337312243,1.5749549299018921,1.5967336223873438
0,0.6716343401807553,0.4696812337312243,1.5320582325533116,1.550237269669005
0,0.9842355309318704,0.4696812337312243,1.5440524693319442,1.5329622704710208
0,1.2968367216829857,0.4696812337312243,1.5178744349593958,1.5135239183803668
0,1.6094379124341003,0.4696812337312243,1.5230452356908946,1.5058321729827553
0,-1.2039728043259361,0.9813668099521236,3.4574378667706385,3.3245076582372786
0,-0.891371613574821,0.9813668099521236,2.89220844177796,3.1283415926851474
0,-0.5787704228237057,0.9813668099521236,2.379954978804179,2.6851984753386904
0,-0.2661692320725904,0.9813668099521236,1.964418498116793,2.355809075632913
0,0.0464319586785247,0.9813668099521236,1.7099706361110396,2.015278834957518
0,0.3590331494296399,0.9813668099521236,1.677410918940503,1.814366400939839
0,0.6716343401807553,0.9813668099521236,1.7480321435404251,1.8048770037621031
0,0.9842355309318704,0.9813668099521236,1.664029749133245,1.6941614800004592
0,1.2968367216829857,0.9813668099521236,1.664187450927063,1.6746446460712086
0,1.6094379124341003,0.9813668099521236,1.6620463669428545,1.6499617226756047
0,-1.2039728043259361,1.7301657339250667,4.170909234281596,3.9482432500346856
0,-0.891371613574821,1.7301657339250667,3.5755395576837685,3.842913166690449
0,-0.5787704228237057,1.7301657339250667,3.008961811157483,3.5330740587955587
0,-0.2661692320725904,1.7301657339250667,2.500972511519021,3.1303868710602334
0,0.0464319586785247,1.7301657339250667,2.1088293423662683,2.72637345874799
0,0.3590331494296399,1.7301657339250667,1.9171925272795483,2.4130690398591033
0,0.6716343401807553,1.7301657339250667,1.988415580647975,2.2152033606192276
0,0.9842355309318704,1.7301657339250667,1.9375580250065043,2.1470790862459888
0,1.2968367216829857,1.7301657339250667,1.9503898665069876,2.0697594448644936
0,1.6094379124341003,1.7301657339250667,1.9182085141553835,2.0140935996624614
0,-1.2039728043259361,2.6330030860512204,5.054375455079061,4.954613878868672
0,-0.891371613574821,2.6330030860512204,4.441612442472814,4.464996995140818
0,-0.5787704228237057,2.6330030860512204,3.841487601781992,4.453894659075033
0,-0.2661692320725904,2.6330030860512204,3.268962917417149,4.147472547073023
0,0.0464319586785247,2.6330030860512204,2.758663978101809,3.743707671450968
0,0.3590331494296399,2.6330030860512204,2.382963822211635,3.4148962476277367
0,0.6716343401807553,2.6330030860512204,2.2474284505731617,3.0253757505288172
0,0.9842355309318704,2.6330030860512204,2.407242550951575,2.8550771279275433
0,1.2968367216829857,2.6330030860512204,2.251834822138224,2.781889881474468
0,1.6094379124341003,2.6330030860512204,2.2810914069905293,2.6818525203246524
0,-1.2039728043259361,3.6092445305655705,6.022269515335712,
0,-0.891371613574821,3.6092445305655705,5.401810872716777,5.600270206473625
0,-0.5787704228237057,3.6092445305655705,4.786283034471126,5.267076047890429
0,-0.2661692320725904,3.6092445305655705,4.181890539966658,5.168255369640606
0,0.0464319586785247,3.6092445305655705,3.6044016731373567,4.831939561774939
0,0.3590331494296399,3.6092445305655705,3.09399204326751,4.497482760025161
0,0.6716343401807553,3.6092445305655705,2.7390367787495573,4.1142749611603024
0,0.9842355309318704,3.6092445305655705,2.6615789295308496,3.735731615510775
0,1.2968367216829857,3.6092445305655705,2.796577775873187,3.608477491643238
0,1.6094379124341003,3.6092445305655705,2.6504282818899494,3.499598765827799
0,-1.2039728043259361,4.61512051684126,7.024926769658311,
0,-0.891371613574821,4.61512051684126,6.401467495745256,
0,-0.5787704228237057,4.61512051684126,5.7798362956078595,
0,-0.2661692320725904,4.61512051684126,5.162389533164801,6.147155941355445
0,0.0464319586785247,4.61512051684126,4.55535349080288,5.895391590078926
0,0.3590331494296399,4.61512051684126,3.976078887359405,5.398875321959036
0,0.6716343401807553,4.61512051684126,3.4717072868530057,5.000062407116043
0,0.9842355309318704,4.61512051684126,3.1470109304382223,4.686532181618936
0,1.2968367216829857,4.61512051684126,3.132361887128748,4.342012055991819
0,1.6094379124341003,4.61512051684126,3.194992884404869,4.2013722737930035
