,rho_0,xi,gamma,log10(zeta),eig_FEA
994,1.371326,0.410026,10.735445,-4.954506,30.371903
995,1.111003,0.410022,10.735445,-4.954506,39.954746
996,0.674019,0.670543,3.060559,-4.954506,50.157503
997,0.145402,0.670541,3.060654,-4.954506,981.156035
998,0.145386,0.670539,3.060800,-4.954506,981.264839
999,0.145376,0.670543,3.060526,-4.954506,981.286643
1000,0.143448,0.652641,3.576659,-4.954506,662.799235
1001,0.143466,0.652649,3.576305,-4.954506,662.645884
1002,0.143370,0.652668,3.575533,-4.954506,663.371756
1003,0.143427,0.652640,3.576697,-4.954506,662.945933
1004,7.389059,0.337926,0.105184,-3.940843,4.218945
1005,5.986308,0.337926,0.105184,-3.940843,4.234218
1006,4.849866,0.337926,0.105184,-3.940843,4.264755
1007,3.929095,0.337926,0.105187,-3.940843,4.336703
1008,3.183218,0.337926,0.105184,-3.940843,4.450217
1009,2.578912,0.337926,0.105184,-3.940843,4.542038
1010,2.089327,0.337926,0.105184,-3.940843,4.821457
1011,1.692685,0.337926,0.105184,-3.940843,5.166217
1012,1.371343,0.337926,0.105184,-3.940843,5.401114
1013,1.111005,0.337926,0.105185,-3.940843,6.159770
1014,0.889646,0.337926,0.105490,-3.940843,8.038327
1015,0.729211,0.337926,0.105184,-3.940843,11.295173
1016,0.590777,0.337926,0.105184,-3.940843,17.070275
1017,0.478623,0.337926,0.105185,-3.940843,25.264823
1018,0.387760,0.337926,0.105184,-3.940843,35.239448
1019,0.314147,0.337926,0.105184,-3.940843,50.497873
1020,0.254509,0.337843,0.105164,-3.940843,77.216357
1021,0.206193,0.337843,0.105161,-3.940843,111.936334
1022,0.167047,0.337855,0.105156,-3.940843,163.780242
1023,0.135334,0.337855,0.105113,-3.940843,234.400958
1024,7.389054,1.515602,0.525347,-1.978872,6.064653
1025,4.849848,1.515602,0.525345,-1.978872,6.120127
1026,3.929143,1.515602,0.525345,-1.978872,6.239830
1027,3.183228,1.515602,0.525345,-1.978872,6.351493
1028,2.579149,1.515603,0.525278,-1.978872,6.635405
1029,2.089167,1.515602,0.525333,-1.978872,6.995310
1030,1.692680,1.515602,0.525345,-1.978872,7.357628
1031,1.371340,1.515602,0.525345,-1.978872,8.091404
1032,1.111003,1.515602,0.525345,-1.978872,9.382191
1033,0.900089,1.515602,0.525333,-1.978872,11.580373
1034,0.590779,1.515602,0.525345,-1.978872,20.569733
1035,0.470321,1.515604,0.525158,-1.978872,29.134661
1036,0.387731,1.515603,0.525276,-1.978872,37.737079
1037,7.388736,0.921096,1.105270,-1.796749,5.513340
1038,5.985930,0.921096,1.105226,-1.796749,5.500037
1039,4.849847,0.921096,1.105271,-1.796749,5.543695
1040,3.929141,0.921096,1.105270,-1.796749,5.624530
1041,3.183227,0.921096,1.105262,-1.796749,5.740810
1042,2.578915,0.921096,1.105271,-1.796749,5.992037
1043,2.089439,0.921096,1.105227,-1.796749,6.382373
1044,1.692815,0.921096,1.105264,-1.796749,6.658669
1045,1.371217,0.921096,1.105225,-1.796749,7.344234
1046,1.110969,0.921096,1.105226,-1.796749,8.642220
1047,0.900087,0.921096,1.105270,-1.796749,10.837182
1048,7.389030,1.279125,1.905681,-3.398132,6.706951
1049,5.986146,1.279124,1.905872,-3.398132,6.752507
1050,4.849847,1.279125,1.905679,-3.398132,6.816907
1051,3.929142,1.279125,1.905679,-3.398132,6.980823
1052,3.183237,1.279125,1.905717,-3.398132,7.242847
1053,2.578915,1.279125,1.905680,-3.398132,7.799200
1054,2.089429,1.279125,1.905716,-3.398132,8.091682
1055,1.692649,1.279125,1.905716,-3.398132,8.906814
1056,1.371295,1.279124,1.905875,-3.398132,10.550422
1057,1.110988,1.254471,1.905367,-3.398132,16.768568
1058,0.900088,1.254462,1.905666,-3.398132,23.520666
1059,0.729222,1.244355,1.905508,-3.398132,33.593476
1060,0.590777,1.244348,1.905674,-3.398132,45.722249
1061,0.478633,1.226911,1.905660,-3.398132,65.680986
1062,0.387739,1.226912,1.905646,-3.398132,92.609309
1063,0.314146,1.226910,1.905674,-3.398132,129.278020
1064,0.254508,1.226910,1.905677,-3.398132,179.088865
1065,0.206192,1.226910,1.905677,-3.398132,251.640297
1066,0.167049,1.235255,1.905555,-3.398132,355.356974
1067,7.316929,0.556062,3.009077,-1.114721,4.791887
1068,5.985869,0.556049,3.010435,-1.114721,4.871568
1069,4.849822,0.556050,3.010401,-1.114721,4.645634
1070,3.929135,0.556050,3.010402,-1.114721,4.656975
1071,2.578923,0.556050,3.010403,-1.114721,5.158314
1072,1.576890,0.556391,2.973521,-1.114721,5.428181
1073,1.544865,0.534163,2.978887,-1.114721,6.313424
1074,1.371297,0.510958,3.010402,-1.114721,5.994616
1075,1.111001,0.510958,3.010396,-1.114721,6.653104
1076,0.900087,0.550520,1.715905,-1.114721,7.636541
1077,7.388569,1.361582,4.535325,-3.720108,7.465558
1078,5.986160,1.382491,2.864161,-3.720108,7.189726
1079,4.849840,1.361585,4.535154,-3.720108,7.727299
1080,3.929163,1.382491,2.864161,-3.720108,7.464411
1081,3.183283,1.330059,3.877107,-3.720108,8.527039
1082,2.579036,1.330059,3.877104,-3.720108,8.932372
1083,2.089353,1.257838,4.505832,-3.720108,10.538942
1084,1.692451,1.258849,4.488751,-3.720108,13.212061
1085,1.371330,1.203955,4.534723,-3.720108,18.192266
1086,1.111002,1.203927,4.535037,-3.720108,25.782511
1087,0.900087,1.203954,4.534735,-3.720108,36.038620
1088,0.729213,1.149205,4.535057,-3.720108,50.212281
1089,0.590778,1.088052,4.535052,-3.720108,71.373376
1090,0.478628,1.088094,4.534827,-3.720108,100.819208
1091,0.387764,1.011570,4.535045,-3.720108,141.644534
1092,0.314146,1.011593,4.534972,-3.720108,192.893368
1093,0.254508,1.011589,4.534986,-3.720108,252.986656
1094,0.206192,1.011587,4.534993,-3.720108,341.839080
1095,0.167048,0.892714,4.505075,-3.720108,466.795182
1096,0.135335,0.832965,4.308447,-3.720108,640.823334
1097,5.986300,0.199906,6.639466,-2.427168,4.896333
1098,4.849871,0.207876,5.168193,-2.427168,4.824136
1099,3.929191,0.207874,5.168193,-2.427168,4.905771
1100,3.158590,0.209943,5.167649,-2.427168,5.115474
1101,2.578875,0.207882,5.168193,-2.427168,5.393812
1102,2.089325,0.212716,4.404479,-2.427168,5.531537
1103,1.692670,0.210912,2.999759,-2.427168,5.639176
1104,7.389053,0.352097,9.543960,-3.374806,6.857495
1105,5.986302,0.352096,9.543967,-3.374806,6.952227
1106,4.849862,0.319079,7.509592,-3.374806,6.767729
1107,3.929148,0.319078,7.509592,-3.374806,7.134446
1108,3.183303,0.319070,7.509592,-3.374806,7.724372
1109,2.578816,0.319095,7.509592,-3.374806,8.228313
1110,2.089324,0.319080,7.509592,-3.374806,9.575446
1111,1.692683,0.319079,7.509592,-3.374806,12.049078
1112,1.371341,0.319079,7.509592,-3.374806,15.798686
1113,1.111005,0.319079,7.509592,-3.374806,20.459663
1114,0.900113,0.319073,7.509592,-3.374806,25.461080
1115,0.729224,0.319074,7.509592,-3.374806,30.545518
1116,0.590760,0.319091,7.509592,-3.374806,37.038428
1117,5.370300,0.416764,7.829028,-1.703494,6.211875
1118,5.211408,0.392352,7.950470,-1.703494,6.231588
1119,4.849765,0.367579,7.990181,-1.703494,6.292833
1120,3.929099,0.367576,7.990181,-1.703494,6.443202
1121,3.183212,0.367575,7.990181,-1.703494,6.899452
1122,2.578912,0.367574,7.990181,-1.703494,7.074083
1123,2.089341,0.367564,7.990181,-1.703494,7.516244
1124,1.165391,0.422799,7.785507,-1.703494,18.930318
1125,1.133942,0.400118,7.921053,-1.703494,18.851061
1126,1.091907,0.371020,7.989432,-1.703494,18.700736
1127,0.900018,0.367581,7.990181,-1.703494,20.256348
1128,5.561262,0.452124,1.281540,-2.139611,4.868238
1129,5.559927,0.452121,1.281972,-2.139611,4.868459
1130,4.849304,0.452120,1.282044,-2.139611,4.943365
1131,3.929115,0.452120,1.282058,-2.139611,5.058683
1132,3.183223,0.452120,1.282061,-2.139611,5.219055
1133,2.578914,0.452120,1.282061,-2.139611,5.547896
1134,1.195473,0.448980,1.498928,-2.139611,9.010093
1135,1.194292,0.448984,1.498545,-2.139611,9.020454
1136,1.195150,0.448981,1.498881,-2.139611,9.013022
1137,1.110954,0.448978,1.499126,-2.139611,9.905718
1138,0.899880,0.448979,1.499028,-2.139611,13.601716
1139,0.729200,0.448978,1.499109,-2.139611,19.400340
1140,0.590777,0.452120,1.282061,-2.139611,25.605862
